time,open,high,low,close,tick_volume,spread,real_volume,ema_50,ema_200,ema_cross,take_profit,stop_price,stop_loss
1724369880,1.11106,1.11112,1.11106,1.11111,9,0,0,0.0,0.0,False,0.0,0.0,0.0
1724369940,1.11112,1.11115,1.1111,1.11111,12,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370000,1.1111,1.11112,1.11109,1.11111,9,1,0,0.0,0.0,False,0.0,0.0,0.0
1724370060,1.1111,1.11111,1.11106,1.11106,8,1,0,0.0,0.0,False,0.0,0.0,0.0
1724370120,1.11107,1.11109,1.11105,1.11107,8,1,0,0.0,0.0,False,0.0,0.0,0.0
1724370180,1.11106,1.11107,1.11106,1.11107,4,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370240,1.11107,1.11107,1.11105,1.11106,4,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370300,1.11106,1.1111,1.11106,1.11108,10,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370360,1.11107,1.11112,1.11106,1.11112,12,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370420,1.11113,1.1112,1.11113,1.11118,11,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370480,1.11119,1.11119,1.11116,1.11116,6,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370540,1.11116,1.11117,1.11116,1.11117,2,1,0,0.0,0.0,False,0.0,0.0,0.0
1724370600,1.11117,1.11118,1.11115,1.11117,14,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370660,1.11119,1.11121,1.11118,1.1112,19,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370720,1.1112,1.11121,1.11116,1.11116,7,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370780,1.11115,1.11116,1.1111,1.11113,16,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370840,1.11114,1.11114,1.1111,1.11111,9,0,0,0.0,0.0,False,0.0,0.0,0.0
1724370900,1.11111,1.11113,1.1111,1.11113,4,1,0,0.0,0.0,False,0.0,0.0,0.0
1724370960,1.11113,1.11126,1.11113,1.11125,15,1,0,0.0,0.0,False,0.0,0.0,0.0
1724371020,1.11126,1.11131,1.1112,1.11122,35,1,0,0.0,0.0,False,0.0,0.0,0.0
1724371080,1.11122,1.11123,1.11111,1.11113,16,1,0,0.0,0.0,False,0.0,0.0,0.0
1724371200,1.1112,1.1112,1.11038,1.11038,5,7,0,1.1110232000000002,0.0,True,0.0,0.0,0.0
1724371260,1.11038,1.11055,1.11038,1.1104,3,91,0,1.1109987607843141,0.0,False,0.0,0.0,0.0
1724371320,1.11052,1.11052,1.1104,1.1104,2,95,0,1.1109752799692432,0.0,False,0.0,0.0,0.0
1724371380,1.11049,1.11056,1.11036,1.11036,6,87,0,1.1109511513429984,0.0,False,0.0,0.0,0.0
1724371440,1.11042,1.11099,1.11042,1.11097,6,56,0,1.110951890506018,0.0,False,0.0,0.0,0.0
1724371500,1.11096,1.11116,1.11096,1.11109,19,11,0,1.1109573065646057,0.0,False,0.0,0.0,0.0
1724371560,1.11109,1.11113,1.11106,1.11106,17,17,0,1.1109613337581505,0.0,False,0.0,0.0,0.0
1724371620,1.11106,1.11115,1.11106,1.11113,4,13,0,1.1109679481205759,0.0,False,0.0,0.0,0.0
1724371680,1.11112,1.11117,1.1111,1.11117,11,14,0,1.1109758717236906,0.0,False,0.0,0.0,0.0
1724371740,1.11117,1.11121,1.11114,1.11115,5,16,0,1.110982700283546,0.0,False,0.0,0.0,0.0
1724371800,1.11117,1.1112,1.11113,1.11115,8,16,0,1.1109892610567402,0.0,False,0.0,0.0,0.0
1724371860,1.11117,1.11117,1.11114,1.11114,4,17,0,1.1109951723878484,0.0,False,0.0,0.0,0.0
1724371920,1.11112,1.11116,1.11112,1.11113,9,15,0,1.1110004597451877,0.0,False,0.0,0.0,0.0
1724371980,1.11113,1.11116,1.11113,1.11115,3,16,0,1.1110063240689059,0.0,False,0.0,0.0,0.0
1724372040,1.11112,1.11115,1.1111,1.11111,8,17,0,1.1110103897916939,0.0,False,0.0,0.0,0.0
1724372100,1.11109,1.11113,1.11109,1.1111,7,17,0,1.11101390391751,0.0,False,0.0,0.0,0.0
1724372160,1.11109,1.11112,1.11107,1.1111,11,16,0,1.1110172802344704,0.0,False,0.0,0.0,0.0
1724372220,1.1111,1.11113,1.11109,1.11112,16,15,0,1.1110213084605696,0.0,False,0.0,0.0,0.0
1724372280,1.11112,1.11113,1.11109,1.11109,7,16,0,1.1110240022464297,0.0,False,0.0,0.0,0.0
1724372340,1.11109,1.11113,1.11108,1.11108,39,16,0,1.111026198236766,0.0,False,0.0,0.0,0.0
1724372400,1.11108,1.11108,1.11106,1.11107,6,17,0,1.1110279159529712,0.0,False,0.0,0.0,0.0
1724372460,1.11107,1.11108,1.11107,1.11108,2,15,0,1.1110299584646195,0.0,False,0.0,0.0,0.0
1724372520,1.11108,1.11109,1.11107,1.11109,6,15,0,1.1110323130346345,0.0,False,0.0,0.0,0.0
1724372580,1.1111,1.11111,1.11107,1.11109,14,14,0,1.1110345752685704,0.0,False,0.0,0.0,0.0
1724372640,1.11111,1.11111,1.11108,1.1111,6,15,0,1.111037140944313,0.0,False,0.0,0.0,0.0
1724372700,1.11111,1.11111,1.11108,1.11109,56,15,0,1.1110392138484577,0.0,False,0.0,0.0,0.0
1724372760,1.11109,1.11111,1.11108,1.1111,6,16,0,1.1110415976191066,0.0,False,0.0,0.0,0.0
1724372820,1.11108,1.11109,1.11107,1.11107,11,17,0,1.1110427114379653,0.0,False,0.0,0.0,0.0
1724372880,1.11107,1.1111,1.11107,1.11109,19,17,0,1.1110445658913786,0.0,False,0.0,0.0,0.0
1724372940,1.11109,1.11111,1.11107,1.11107,28,12,0,1.111045563307403,0.0,False,0.0,0.0,0.0
1724373000,1.11107,1.11109,1.11104,1.11109,17,11,0,1.111047305922799,0.0,False,0.0,0.0,0.0
1724373060,1.1111,1.11111,1.11105,1.1111,15,13,0,1.1110493723571992,0.0,False,0.0,0.0,0.0
1724373120,1.11109,1.11112,1.11109,1.11111,12,14,0,1.111051749911819,0.0,False,0.0,0.0,0.0
1724373180,1.11111,1.11112,1.11111,1.11112,4,14,0,1.1110544263858653,0.0,False,0.0,0.0,0.0
1724373240,1.1111,1.11112,1.11109,1.11112,9,14,0,1.111056997900145,0.0,False,0.0,0.0,0.0
1724373300,1.1111,1.11112,1.11109,1.11112,8,14,0,1.1110594685707276,0.0,False,0.0,0.0,0.0
1724373360,1.11108,1.11112,1.11097,1.11109,28,6,0,1.1110606658816795,0.0,False,0.0,0.0,0.0
1724373420,1.1111,1.11111,1.11097,1.11109,16,12,0,1.111061816239261,0.0,False,0.0,0.0,0.0
1724373480,1.11109,1.11111,1.11108,1.11111,5,12,0,1.1110637057985056,0.0,False,0.0,0.0,0.0
1724373540,1.1111,1.11111,1.1111,1.1111,5,12,0,1.1110651291005251,0.0,False,0.0,0.0,0.0
1724373600,1.1111,1.11111,1.11109,1.11111,6,12,0,1.111066888743642,0.0,False,0.0,0.0,0.0
1724373720,1.1111,1.11111,1.11105,1.11108,19,12,0,1.111067402910558,0.0,False,0.0,0.0,0.0
1724373780,1.11109,1.11111,1.11106,1.11109,16,12,0,1.1110682890709285,0.0,False,0.0,0.0,0.0
1724373840,1.1111,1.11111,1.11106,1.11107,30,13,0,1.1110683561661863,0.0,False,0.0,0.0,0.0
1724373900,1.11108,1.11108,1.11102,1.11107,24,12,0,1.1110684206302575,0.0,False,0.0,0.0,0.0
1724373960,1.11108,1.11108,1.11105,1.11105,8,9,0,1.1110676982526004,0.0,False,0.0,0.0,0.0
1724374020,1.11105,1.11106,1.11105,1.11106,2,12,0,1.1110673963603417,0.0,False,0.0,0.0,0.0
1724374080,1.11105,1.11107,1.11105,1.11105,7,9,0,1.1110667141501323,0.0,False,0.0,0.0,0.0
1724374140,1.11107,1.11107,1.11104,1.11105,7,9,0,1.1110660586932644,0.0,False,0.0,0.0,0.0
1724374200,1.11107,1.11109,1.11107,1.11109,13,12,0,1.1110669975680385,0.0,False,0.0,0.0,0.0
1724374260,1.11109,1.1111,1.11108,1.11109,22,12,0,1.111067899624194,0.0,False,0.0,0.0,0.0
1724374320,1.11108,1.1111,1.11108,1.11109,11,12,0,1.1110687663055983,0.0,False,0.0,0.0,0.0
1724374380,1.11109,1.11111,1.11108,1.11108,14,6,0,1.1110692068426338,0.0,False,0.0,0.0,0.0
1724374440,1.11108,1.11109,1.11102,1.11102,6,7,0,1.1110672771625305,0.0,False,0.0,0.0,0.0
1724374500,1.11103,1.11105,1.11102,1.11105,6,11,0,1.111066599626745,0.0,False,0.0,0.0,0.0
1724374560,1.11104,1.1111,1.11103,1.11104,10,6,0,1.1110655565041276,0.0,False,0.0,0.0,0.0
1724374620,1.11104,1.11111,1.11104,1.11111,30,12,0,1.1110672993863187,0.0,False,0.0,0.0,0.0
1724374680,1.11108,1.11115,1.11108,1.11115,9,8,0,1.1110705425476395,0.0,False,0.0,0.0,0.0
1724374740,1.11115,1.11115,1.11112,1.11114,13,8,0,1.1110732663693006,0.0,False,0.0,0.0,0.0
1724374800,1.11114,1.11118,1.11112,1.11118,40,0,0,1.1110774520018771,0.0,False,0.0,0.0,0.0
1724374860,1.11118,1.11118,1.11115,1.11116,10,0,0,1.111080689178274,0.0,False,0.0,0.0,0.0
1724374920,1.11115,1.11115,1.11112,1.11112,6,0,0,1.111082230779126,0.0,False,0.0,0.0,0.0
1724374980,1.1111,1.11111,1.1111,1.11111,2,0,0,1.1110833197681798,0.0,False,0.0,0.0,0.0
1724375040,1.11109,1.1111,1.11108,1.1111,4,0,0,1.1110839738949179,0.0,False,0.0,0.0,0.0
1724375100,1.1111,1.1111,1.11107,1.11108,5,0,0,1.1110838180559015,0.0,False,0.0,0.0,0.0
1724375160,1.11109,1.11113,1.11109,1.11112,12,0,0,1.11108523695567,0.0,False,0.0,0.0,0.0
1724375220,1.1111,1.11114,1.11109,1.11113,10,0,0,1.111086992369173,0.0,False,0.0,0.0,0.0
1724375280,1.11113,1.11116,1.11112,1.11115,11,0,0,1.1110894632566564,0.0,False,0.0,0.0,0.0
1724375340,1.11114,1.11115,1.11114,1.11115,2,0,0,1.1110918372465914,0.0,False,0.0,0.0,0.0
1724375400,1.11115,1.1112,1.11115,1.11116,12,0,0,1.1110945102957448,0.0,False,0.0,0.0,0.0
1724375460,1.11116,1.11117,1.11113,1.11117,11,0,0,1.111097470676304,0.0,False,0.0,0.0,0.0
1724375520,1.11117,1.11122,1.11117,1.11121,12,0,0,1.1111018835909587,0.0,False,0.0,0.0,0.0
1724375580,1.11121,1.11124,1.11121,1.11122,7,0,0,1.1111065156069997,0.0,False,0.0,0.0,0.0
1724375640,1.11121,1.11133,1.11121,1.11133,17,0,0,1.1111152797008428,0.0,False,0.0,0.0,0.0
1724375700,1.11133,1.1114,1.11133,1.11138,18,0,0,1.1111256608890452,0.0,False,0.0,0.0,0.0
1724375760,1.11137,1.11139,1.11135,1.11136,10,0,0,1.1111348506581022,0.0,False,0.0,0.0,0.0
1724375820,1.11136,1.11136,1.11135,1.11136,7,0,0,1.111143680044059,0.0,False,0.0,0.0,0.0
1724375880,1.11136,1.11137,1.11136,1.11136,7,0,0,1.1111521631795862,0.0,False,0.0,0.0,0.0
1724375940,1.11136,1.11139,1.11136,1.11138,11,0,0,1.1111610979568574,0.0,False,0.0,0.0,0.0
1724376000,1.11138,1.11141,1.11137,1.1114,9,0,0,1.1111704666644315,0.0,False,0.0,0.0,0.0
1724376060,1.1114,1.1114600000000001,1.1114,1.11145,12,0,0,1.1111814287560224,0.0,False,0.0,0.0,0.0
1724376120,1.11145,1.11147,1.11144,1.11145,12,0,0,1.1111919609616687,0.0,False,0.0,0.0,0.0
1724376180,1.1114600000000001,1.11147,1.11144,1.11147,15,0,0,1.111202864453368,0.0,False,0.0,0.0,0.0
1724376240,1.11145,1.11148,1.11145,1.11147,22,0,0,1.1112133403571576,0.0,False,0.0,0.0,0.0
1724376300,1.11148,1.11152,1.11148,1.11152,14,0,0,1.1112253662255045,0.0,False,0.0,0.0,0.0
1724376360,1.11151,1.11151,1.11147,1.11151,16,0,0,1.1112365283343084,0.0,False,0.0,0.0,0.0
1724376420,1.11151,1.11152,1.11147,1.11149,14,0,0,1.1112464683996297,0.0,False,0.0,0.0,0.0
1724376480,1.11149,1.11151,1.11147,1.11149,24,0,0,1.111256018658468,0.0,False,0.0,0.0,0.0
1724376540,1.11149,1.11152,1.11149,1.11152,10,0,0,1.1112663708679398,0.0,False,0.0,0.0,0.0
1724376600,1.11152,1.11152,1.11151,1.11152,5,0,0,1.1112763171084128,0.0,False,0.0,0.0,0.0
1724376660,1.11152,1.11152,1.1115,1.11152,7,0,0,1.1112858733002398,0.0,False,0.0,0.0,0.0
1724376720,1.11152,1.11152,1.11141,1.11142,25,0,0,1.1112911331708186,0.0,False,0.0,0.0,0.0
1724376780,1.11142,1.11147,1.11141,1.1114600000000001,10,0,0,1.111297755399414,0.0,False,0.0,0.0,0.0
1724376840,1.1114600000000001,1.11149,1.11145,1.11147,25,0,0,1.111304510089633,0.0,False,0.0,0.0,0.0
1724376900,1.11147,1.11158,1.11147,1.11157,17,0,0,1.111314921458667,0.0,False,0.0,0.0,0.0
1724376960,1.11157,1.11157,1.11156,1.11156,8,0,0,1.1113245323818566,0.0,False,0.0,0.0,0.0
1724377020,1.11156,1.11162,1.11156,1.11161,31,0,0,1.1113357271904112,0.0,False,0.0,0.0,0.0
1724377080,1.11161,1.11162,1.11159,1.11161,15,0,0,1.1113464829868658,0.0,False,0.0,0.0,0.0
1724377140,1.11161,1.11164,1.1116,1.11162,28,0,0,1.1113572091442436,0.0,False,0.0,0.0,0.0
1724377200,1.11162,1.11162,1.11159,1.1116,11,0,0,1.1113667303542734,0.0,False,0.0,0.0,0.0
1724377260,1.1116,1.11162,1.11157,1.11157,14,0,0,1.1113747017129292,0.0,False,0.0,0.0,0.0
1724377320,1.11157,1.11158,1.11151,1.11152,12,0,0,1.1113803996849714,0.0,False,0.0,0.0,0.0
1724377380,1.11152,1.11153,1.11152,1.11153,4,0,0,1.1113862663639922,0.0,False,0.0,0.0,0.0
1724377440,1.11153,1.11156,1.11151,1.11153,15,0,0,1.1113919029771688,0.0,False,0.0,0.0,0.0
1724377500,1.11153,1.11153,1.1114600000000001,1.11153,21,0,0,1.1113973185466914,0.0,False,0.0,0.0,0.0
1724377560,1.11153,1.11153,1.11153,1.11153,1,0,0,1.111402521740939,0.0,False,0.0,0.0,0.0
1724377620,1.11153,1.11158,1.11152,1.11158,9,0,0,1.1114094816726667,0.0,False,0.0,0.0,0.0
1724377680,1.11158,1.11159,1.11158,1.11158,9,0,0,1.1114161686658954,0.0,False,0.0,0.0,0.0
1724377740,1.11158,1.11164,1.11158,1.11163,15,0,0,1.1114245542084094,0.0,False,0.0,0.0,0.0
1724377800,1.11163,1.11163,1.11154,1.11155,24,0,0,1.1114294736512167,0.0,False,0.0,0.0,0.0
1724377860,1.11155,1.11155,1.1115,1.1115,8,0,0,1.1114322393903848,0.0,False,0.0,0.0,0.0
1724377920,1.1115,1.1115,1.11148,1.11148,5,0,0,1.1114341123554679,0.0,False,0.0,0.0,0.0
1724377980,1.11148,1.11148,1.11147,1.11148,3,0,0,1.1114359118709398,0.0,False,0.0,0.0,0.0
1724378040,1.11148,1.11154,1.11148,1.11154,7,0,0,1.111439993758354,0.0,False,0.0,0.0,0.0
1724378100,1.11154,1.11154,1.11152,1.11154,11,0,0,1.1114439155717517,0.0,False,0.0,0.0,0.0
1724378160,1.11154,1.11154,1.1115,1.11151,10,0,0,1.1114465071179576,0.0,False,0.0,0.0,0.0
1724378220,1.1115,1.1115,1.11143,1.11143,11,0,0,1.1114458597799983,0.0,False,0.0,0.0,0.0
1724378280,1.11143,1.11144,1.11139,1.1114,15,0,0,1.1114440613572532,0.0,False,0.0,0.0,0.0
1724378340,1.1114,1.1114,1.11137,1.11137,4,0,0,1.1114411569903022,0.0,False,0.0,0.0,0.0
1724378400,1.11137,1.11141,1.11137,1.11139,16,0,0,1.11143915083382,0.0,False,0.0,0.0,0.0
1724378460,1.11139,1.11155,1.11139,1.11155,25,0,0,1.1114434978599446,0.0,False,0.0,0.0,0.0
1724378520,1.11155,1.11158,1.11154,1.11158,5,0,0,1.1114488508850449,0.0,False,0.0,0.0,0.0
1724378580,1.11158,1.1116,1.11158,1.11158,11,0,0,1.111453993987592,0.0,False,0.0,0.0,0.0
1724378640,1.11158,1.11158,1.11156,1.11157,7,0,0,1.1114585432429807,0.0,False,0.0,0.0,0.0
1724378700,1.11157,1.11157,1.11147,1.11151,12,0,0,1.1114605611550208,0.0,False,0.0,0.0,0.0
1724378760,1.11151,1.11151,1.11147,1.11148,19,0,0,1.1114613234626671,0.0,False,0.0,0.0,0.0
1724378820,1.11148,1.11149,1.11148,1.11149,8,0,0,1.1114624480327586,0.0,False,0.0,0.0,0.0
1724378880,1.11149,1.11154,1.11149,1.11153,5,0,0,1.1114650971295132,0.0,False,0.0,0.0,0.0
1724378940,1.11153,1.11158,1.11153,1.11153,17,0,0,1.1114676423401204,0.0,False,0.0,0.0,0.0
1724379000,1.11153,1.11158,1.11153,1.11158,13,0,0,1.1114720485228609,0.0,False,0.0,0.0,0.0
1724379060,1.11158,1.11164,1.11157,1.11159,14,0,0,1.111476674070984,0.0,False,0.0,0.0,0.0
1724379120,1.11159,1.11166,1.11159,1.11164,40,0,0,1.1114830790093768,0.0,False,0.0,0.0,0.0
1724379180,1.11164,1.11167,1.11162,1.11164,14,0,0,1.1114892327737151,0.0,False,0.0,0.0,0.0
1724379240,1.11164,1.11167,1.11163,1.11167,6,0,0,1.11149632168455,0.0,False,0.0,0.0,0.0
1724379300,1.11167,1.11167,1.11167,1.11167,1,0,0,1.1115031325988813,0.0,False,0.0,0.0,0.0
1724379360,1.11167,1.11168,1.11167,1.11168,4,0,0,1.1115100685753958,0.0,False,0.0,0.0,0.0
1724379420,1.11168,1.11168,1.11163,1.11163,7,0,0,1.1115147717685177,0.0,False,0.0,0.0,0.0
1724379480,1.11163,1.11167,1.11162,1.11164,23,0,0,1.1115196826795564,0.0,False,0.0,0.0,0.0
1724379540,1.11164,1.11166,1.11162,1.11166,25,0,0,1.1115251853195738,0.0,False,0.0,0.0,0.0
1724379600,1.11166,1.11169,1.11165,1.11168,21,0,0,1.111531256483512,0.0,False,0.0,0.0,0.0
1724379660,1.11168,1.11169,1.11166,1.11168,16,0,0,1.11153708956259,0.0,False,0.0,0.0,0.0
1724379720,1.11168,1.11171,1.11166,1.11168,11,0,0,1.1115426938934687,0.0,False,0.0,0.0,0.0
1724379780,1.11168,1.11169,1.11168,1.11169,2,0,0,1.1115484706035288,0.0,False,0.0,0.0,0.0
1724379840,1.11169,1.11169,1.11168,1.11169,3,0,0,1.1115540207759393,0.0,False,0.0,0.0,0.0
1724379900,1.11169,1.11169,1.11166,1.11167,7,0,0,1.1115585689808045,0.0,False,0.0,0.0,0.0
1724379960,1.11167,1.11167,1.11167,1.11167,1,0,0,1.1115629388246946,0.0,False,0.0,0.0,0.0
1724380020,1.11167,1.11167,1.11161,1.11162,14,0,0,1.1115651765178438,0.0,False,0.0,0.0,0.0
1724380080,1.11162,1.11162,1.11156,1.11156,9,0,0,1.111564973517144,0.0,False,0.0,0.0,0.0
1724380140,1.11156,1.11156,1.11154,1.11154,7,0,0,1.1115639941635305,0.0,False,0.0,0.0,0.0
1724380200,1.11154,1.11157,1.11154,1.11157,5,0,0,1.1115642296865293,0.0,False,0.0,0.0,0.0
1724380260,1.11157,1.11158,1.11156,1.11157,11,0,0,1.1115644559733322,1.1112362500000001,False,0.0,0.0,0.0
1724380320,1.11157,1.11163,1.11157,1.11162,7,0,0,1.1115666341704564,1.1112400684079604,False,0.0,0.0,0.0
1724380380,1.11162,1.11164,1.11161,1.11163,17,0,0,1.1115691191049484,1.1112439483242993,False,0.0,0.0,0.0
1724380440,1.11164,1.11165,1.11162,1.11162,4,0,0,1.1115711144341662,1.1112476901320179,False,0.0,0.0,0.0
1724380500,1.11162,1.11162,1.11156,1.1116,15,0,0,1.1115722472014538,1.1112511957028437,False,0.0,0.0,0.0
1724380560,1.1116,1.11162,1.11158,1.11159,17,0,0,1.111572943389632,1.1112545668898801,False,0.0,0.0,0.0
1724380620,1.11159,1.11159,1.11157,1.11159,6,0,0,1.1115736122763131,1.1112579045327668,False,0.0,0.0,0.0
1724380680,1.11159,1.11161,1.11158,1.11159,8,0,0,1.111574254932144,1.1112612089652767,False,0.0,0.0,0.0
1724380740,1.11159,1.11164,1.11159,1.11162,15,0,0,1.1115760488563735,1.1112647790253238,False,0.0,0.0,0.0
1724380800,1.11162,1.11164,1.11162,1.11163,11,0,0,1.1115781645874963,1.111268413064873,False,0.0,0.0,0.0
1724380860,1.11162,1.11168,1.11162,1.11167,32,0,0,1.111581765976222,1.1112724089547745,False,0.0,0.0,0.0
1724380920,1.11167,1.11171,1.11167,1.1117,5,0,0,1.1115864026046054,1.1112766635920406,False,0.0,0.0,0.0
1724380980,1.1117,1.11172,1.11169,1.11169,19,0,0,1.1115904652475619,1.1112807763921198,False,0.0,0.0,0.0
1724381040,1.11169,1.11169,1.11165,1.11167,38,0,0,1.1115935842574616,1.11128464926384,False,0.0,0.0,0.0
1724381100,1.11167,1.11168,1.11166,1.11168,18,0,0,1.11159697311011,1.1112885831020107,False,0.0,0.0,0.0
1724381160,1.11168,1.11173,1.11167,1.11172,17,0,0,1.1116017976940273,1.1112928758074634,False,0.0,0.0,0.0
1724381220,1.11172,1.11174,1.11172,1.11174,25,0,0,1.1116072173923008,1.1112973248044042,False,0.0,0.0,0.0
1724381280,1.11173,1.11174,1.11172,1.11172,14,0,0,1.1116116402396616,1.1113015305277436,False,0.0,0.0,0.0
1724381340,1.11172,1.11173,1.11172,1.11172,11,0,0,1.1116158896420278,1.1113056944030895,False,0.0,0.0,0.0
1724381400,1.11172,1.11174,1.11172,1.11172,9,0,0,1.111619972401164,1.1113098168468398,False,0.0,0.0,0.0
1724381460,1.11172,1.11173,1.11172,1.11172,31,0,0,1.1116238950520987,1.1113138982712494,False,0.0,0.0,0.0
1724381520,1.11172,1.11178,1.11172,1.11178,10,0,0,1.1116300168147615,1.111318536099396,False,0.0,0.0,0.0
1724381580,1.11178,1.11179,1.11177,1.11178,17,0,0,1.1116358985083004,1.111323127779999,False,0.0,0.0,0.0
1724381640,1.11178,1.11179,1.11176,1.11176,6,0,0,1.111640765233465,1.111327474767263,False,0.0,0.0,0.0
1724381700,1.11176,1.11177,1.11172,1.11174,10,0,0,1.111644656792937,1.111331579495947,False,0.0,0.0,0.0
1724381760,1.11174,1.11176,1.11165,1.11165,19,0,0,1.111644866330469,1.1113347478591715,False,0.0,0.0,0.0
1724381820,1.11165,1.11167,1.11165,1.11166,29,0,0,1.1116454598077057,1.1113379841988813,False,0.0,0.0,0.0
1724381880,1.11166,1.11169,1.11166,1.11166,28,0,0,1.1116460300113251,1.1113411883362059,False,0.0,0.0,0.0
1724381940,1.11166,1.11168,1.11161,1.11161,23,0,0,1.1116446170697045,1.1113438630791292,False,0.0,0.0,0.0
1724382000,1.11161,1.11161,1.11145,1.1114600000000001,43,0,0,1.1116373771846182,1.1113450186703817,False,0.0,0.0,0.0
1724382060,1.1114600000000001,1.11157,1.11142,1.11151,49,0,0,1.1116323820009077,1.1113466602756517,False,0.0,0.0,0.0
1724382120,1.11151,1.11158,1.11148,1.11152,61,0,0,1.1116279748636173,1.1113483850490284,False,0.0,0.0,0.0
1724382180,1.11153,1.11156,1.11151,1.11151,26,0,0,1.1116233483983775,1.1113499931579933,False,0.0,0.0,0.0
1724382240,1.11151,1.11157,1.11148,1.11148,27,0,0,1.1116177268925589,1.1113512867584112,False,0.0,0.0,0.0
1724382300,1.11148,1.11152,1.11144,1.1114600000000001,13,0,0,1.1116115415242234,1.1113523684822082,False,0.0,0.0,0.0
1724382360,1.1114600000000001,1.11153,1.1114600000000001,1.11147,17,0,0,1.1116059908762146,1.1113535389450717,False,0.0,0.0,0.0
1724382420,1.11147,1.11151,1.1114600000000001,1.11147,17,0,0,1.1116006579006767,1.1113546977615387,False,0.0,0.0,0.0
1724382480,1.11147,1.11147,1.11138,1.11138,17,0,0,1.11159200464967,1.1113549495251056,False,0.0,0.0,0.0
1724382540,1.11135,1.11136,1.1113,1.11132,56,0,0,1.1115813378006634,1.111354601768637,False,0.0,0.0,0.0
1724382600,1.11132,1.11137,1.11131,1.11137,37,0,0,1.1115730500437748,1.1113547549848697,False,0.0,0.0,0.0
